Source,Target,Value,T,X,Y,Path,Payment_Method,Medicine_Category
Card,Respiratory,2745663.93,0.0408,0.0408,0.01,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.0612,0.0612,0.0123,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.0816,0.0816,0.015,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.102,0.102,0.0184,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.1224,0.1224,0.0224,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.1429,0.1429,0.0273,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.1633,0.1633,0.0333,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.1837,0.1837,0.0406,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.2041,0.2041,0.0493,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.2245,0.2245,0.0598,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.2449,0.2449,0.0724,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.2653,0.2653,0.0873,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.2857,0.2857,0.105,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.3061,0.3061,0.1258,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.3265,0.3265,0.15,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.3469,0.3469,0.1779,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.3673,0.3673,0.2097,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.3878,0.3878,0.2456,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.4082,0.4082,0.2853,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.4286,0.4286,0.3287,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.449,0.449,0.3751,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.4694,0.4694,0.4241,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.4898,0.4898,0.4745,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.5102,0.5102,0.5255,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.5306,0.5306,0.5759,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.551,0.551,0.6249,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.5714,0.5714,0.6713,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.5918,0.5918,0.7147,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.6122,0.6122,0.7544,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.6327,0.6327,0.7903,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.6531,0.6531,0.8221,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.6735,0.6735,0.85,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.6939,0.6939,0.8742,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.7143,0.7143,0.895,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.7347,0.7347,0.9127,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.7551,0.7551,0.9276,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.7755,0.7755,0.9402,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.7959,0.7959,0.9507,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.8163,0.8163,0.9594,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.8367,0.8367,0.9667,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.8571,0.8571,0.9727,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.8776,0.8776,0.9776,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.898,0.898,0.9816,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.9184,0.9184,0.985,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.9388,0.9388,0.9877,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.9592,0.9592,0.99,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,0.9796,0.9796,0.9918,Card to Respiratory,Card,Respiratory
Card,Respiratory,2745663.93,1.0,1.0,0.9933,Card to Respiratory,Card,Respiratory
Card,Vitamin,11878764.34,0.0,0.0,0.0067,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.0204,0.0204,0.0082,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.0408,0.0408,0.01,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.0612,0.0612,0.0123,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.0816,0.0816,0.015,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.102,0.102,0.0184,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.1224,0.1224,0.0224,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.1429,0.1429,0.0273,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.1633,0.1633,0.0333,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.1837,0.1837,0.0406,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.2041,0.2041,0.0493,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.2245,0.2245,0.0598,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.2449,0.2449,0.0724,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.2653,0.2653,0.0873,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.2857,0.2857,0.105,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.3061,0.3061,0.1258,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.3265,0.3265,0.15,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.3469,0.3469,0.1779,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.3673,0.3673,0.2097,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.3878,0.3878,0.2456,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.4082,0.4082,0.2853,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.4286,0.4286,0.3287,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.449,0.449,0.3751,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.4694,0.4694,0.4241,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.4898,0.4898,0.4745,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.5102,0.5102,0.5255,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.5306,0.5306,0.5759,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.551,0.551,0.6249,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.5714,0.5714,0.6713,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.5918,0.5918,0.7147,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.6122,0.6122,0.7544,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.6327,0.6327,0.7903,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.6531,0.6531,0.8221,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.6735,0.6735,0.85,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.6939,0.6939,0.8742,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.7143,0.7143,0.895,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.7347,0.7347,0.9127,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.7551,0.7551,0.9276,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.7755,0.7755,0.9402,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.7959,0.7959,0.9507,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.8163,0.8163,0.9594,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.8367,0.8367,0.9667,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.8571,0.8571,0.9727,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.8776,0.8776,0.9776,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.898,0.898,0.9816,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.9184,0.9184,0.985,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.9388,0.9388,0.9877,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.9592,0.9592,0.99,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,0.9796,0.9796,0.9918,Card to Vitamin,Card,Vitamin
Card,Vitamin,11878764.34,1.0,1.0,0.9933,Card to Vitamin,Card,Vitamin
Card,Wellness,631883.01,0.0,0.0,0.0067,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.0204,0.0204,0.0082,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.0408,0.0408,0.01,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.0612,0.0612,0.0123,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.0816,0.0816,0.015,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.102,0.102,0.0184,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.1224,0.1224,0.0224,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.1429,0.1429,0.0273,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.1633,0.1633,0.0333,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.1837,0.1837,0.0406,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.2041,0.2041,0.0493,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.2245,0.2245,0.0598,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.2449,0.2449,0.0724,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.2653,0.2653,0.0873,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.2857,0.2857,0.105,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.3061,0.3061,0.1258,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.3265,0.3265,0.15,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.3469,0.3469,0.1779,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.3673,0.3673,0.2097,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.3878,0.3878,0.2456,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.4082,0.4082,0.2853,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.4286,0.4286,0.3287,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.449,0.449,0.3751,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.4694,0.4694,0.4241,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.4898,0.4898,0.4745,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.5102,0.5102,0.5255,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.5306,0.5306,0.5759,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.551,0.551,0.6249,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.5714,0.5714,0.6713,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.5918,0.5918,0.7147,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.6122,0.6122,0.7544,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.6327,0.6327,0.7903,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.6531,0.6531,0.8221,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.6735,0.6735,0.85,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.6939,0.6939,0.8742,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.7143,0.7143,0.895,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.7347,0.7347,0.9127,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.7551,0.7551,0.9276,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.7755,0.7755,0.9402,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.7959,0.7959,0.9507,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.8163,0.8163,0.9594,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.8367,0.8367,0.9667,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.8571,0.8571,0.9727,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.8776,0.8776,0.9776,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.898,0.898,0.9816,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.9184,0.9184,0.985,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.9388,0.9388,0.9877,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.9592,0.9592,0.99,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,0.9796,0.9796,0.9918,Card to Wellness,Card,Wellness
Card,Wellness,631883.01,1.0,1.0,0.9933,Card to Wellness,Card,Wellness
Cash,Allergy,4129825.64,0.0,0.0,0.0067,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.0204,0.0204,0.0082,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.0408,0.0408,0.01,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.0612,0.0612,0.0123,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.0816,0.0816,0.015,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.102,0.102,0.0184,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.1224,0.1224,0.0224,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.1429,0.1429,0.0273,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.1633,0.1633,0.0333,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.1837,0.1837,0.0406,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.2041,0.2041,0.0493,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.2245,0.2245,0.0598,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.2449,0.2449,0.0724,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.2653,0.2653,0.0873,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.2857,0.2857,0.105,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.3061,0.3061,0.1258,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.3265,0.3265,0.15,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.3469,0.3469,0.1779,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.3673,0.3673,0.2097,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.3878,0.3878,0.2456,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.4082,0.4082,0.2853,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.4286,0.4286,0.3287,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.449,0.449,0.3751,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.4694,0.4694,0.4241,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.4898,0.4898,0.4745,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.5102,0.5102,0.5255,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.5306,0.5306,0.5759,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.551,0.551,0.6249,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.5714,0.5714,0.6713,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.5918,0.5918,0.7147,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.6122,0.6122,0.7544,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.6327,0.6327,0.7903,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.6531,0.6531,0.8221,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.6735,0.6735,0.85,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.6939,0.6939,0.8742,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.7143,0.7143,0.895,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.7347,0.7347,0.9127,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.7551,0.7551,0.9276,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.7755,0.7755,0.9402,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.7959,0.7959,0.9507,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.8163,0.8163,0.9594,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.8367,0.8367,0.9667,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.8571,0.8571,0.9727,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.8776,0.8776,0.9776,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.898,0.898,0.9816,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.9184,0.9184,0.985,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.9388,0.9388,0.9877,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.9592,0.9592,0.99,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,0.9796,0.9796,0.9918,Cash to Allergy,Cash,Allergy
Cash,Allergy,4129825.64,1.0,1.0,0.9933,Cash to Allergy,Cash,Allergy
Cash,Antibiotic,16074347.78,0.0,0.0,0.0067,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.0204,0.0204,0.0082,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.0408,0.0408,0.01,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.0612,0.0612,0.0123,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.0816,0.0816,0.015,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.102,0.102,0.0184,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.1224,0.1224,0.0224,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.1429,0.1429,0.0273,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.1633,0.1633,0.0333,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.1837,0.1837,0.0406,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.2041,0.2041,0.0493,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.2245,0.2245,0.0598,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.2449,0.2449,0.0724,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.2653,0.2653,0.0873,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.2857,0.2857,0.105,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.3061,0.3061,0.1258,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.3265,0.3265,0.15,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.3469,0.3469,0.1779,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.3673,0.3673,0.2097,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.3878,0.3878,0.2456,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.4082,0.4082,0.2853,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.4286,0.4286,0.3287,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.449,0.449,0.3751,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.4694,0.4694,0.4241,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.4898,0.4898,0.4745,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.5102,0.5102,0.5255,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.5306,0.5306,0.5759,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.551,0.551,0.6249,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.5714,0.5714,0.6713,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.5918,0.5918,0.7147,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.6122,0.6122,0.7544,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.6327,0.6327,0.7903,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.6531,0.6531,0.8221,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.6735,0.6735,0.85,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.6939,0.6939,0.8742,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.7143,0.7143,0.895,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.7347,0.7347,0.9127,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.7551,0.7551,0.9276,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.7755,0.7755,0.9402,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.7959,0.7959,0.9507,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.8163,0.8163,0.9594,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.8367,0.8367,0.9667,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.8571,0.8571,0.9727,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.8776,0.8776,0.9776,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.898,0.898,0.9816,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.9184,0.9184,0.985,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.9388,0.9388,0.9877,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.9592,0.9592,0.99,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,0.9796,0.9796,0.9918,Cash to Antibiotic,Cash,Antibiotic
Cash,Antibiotic,16074347.78,1.0,1.0,0.9933,Cash to Antibiotic,Cash,Antibiotic
Cash,Antifungal,2650166.35,0.0,0.0,0.0067,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.0204,0.0204,0.0082,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.0408,0.0408,0.01,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.0612,0.0612,0.0123,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.0816,0.0816,0.015,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.102,0.102,0.0184,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.1224,0.1224,0.0224,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.1429,0.1429,0.0273,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.1633,0.1633,0.0333,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.1837,0.1837,0.0406,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.2041,0.2041,0.0493,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.2245,0.2245,0.0598,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.2449,0.2449,0.0724,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.2653,0.2653,0.0873,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.2857,0.2857,0.105,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.3061,0.3061,0.1258,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.3265,0.3265,0.15,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.3469,0.3469,0.1779,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.3673,0.3673,0.2097,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.3878,0.3878,0.2456,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.4082,0.4082,0.2853,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.4286,0.4286,0.3287,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.449,0.449,0.3751,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.4694,0.4694,0.4241,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.4898,0.4898,0.4745,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.5102,0.5102,0.5255,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.5306,0.5306,0.5759,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.551,0.551,0.6249,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.5714,0.5714,0.6713,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.5918,0.5918,0.7147,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.6122,0.6122,0.7544,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.6327,0.6327,0.7903,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.6531,0.6531,0.8221,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.6735,0.6735,0.85,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.6939,0.6939,0.8742,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.7143,0.7143,0.895,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.7347,0.7347,0.9127,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.7551,0.7551,0.9276,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.7755,0.7755,0.9402,Cash to Antifungal,Cash,Antifungal
Cash,Antifungal,2650166.35,0.7959,0.7959,0.9507,Cash to Antifungal,Cash,Antifungal
